model_id,variant_id,group,auc,n_samples,n_cities,TP,FN,FP,TN,is_leaky,is_degenerate,modality,modality_family
NB08b_BDA_CARD_ExtraTrees,dataset=BDA;feature_set=CARD;classifier=ExtraTrees,buildings_v2,0.6440500268718948,368288,21,111,6320,256,361601,False,False,other,other
R2_roll13,nb09a;cell=R2,buildings_v2,0.6438366759891515,598595,21,170,7162,2996,588267,False,False,other,other
R2_roll7,nb09a;cell=R2,buildings_v2,0.6438366752971323,598595,21,170,7162,2996,588267,False,False,other,other
NB08b_xBD_RGB_AdaBoost,dataset=xBD;feature_set=RGB;classifier=AdaBoost,buildings_v2,0.6434600530779407,70931,19,952,21607,1107,47265,False,False,MS_only,MS
NB08b_BDA_RGB+CARD_GBM,dataset=BDA;feature_set=RGB+CARD;classifier=GBM,buildings_v2,0.6425051805635719,598595,21,42,7290,11832,579431,False,False,multimodal_SAR+MS,multimodal
NB08b_BDA_COH_DROP+RGB_LightGBM,dataset=BDA;feature_set=COH_DROP+RGB;classifier=LightGBM,buildings_v2,0.640834501554252,205942,12,2926,3218,41966,157832,False,False,SAR_coh_unsupervised,SAR
B0_single_s1_vh_median,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.6402571614016472,598595,21,5357,1975,276755,314508,False,False,other,other
D1e_zonal_max,zonal=max,buildings_v2,0.6371691429007024,598595,21,606,6726,33688,557575,False,False,other,other
E1_stacking_LogReg,stacking_meta;meta=LogReg;base=RF+GBM+XGB+LGBM,buildings_v2,0.6361581549002894,387066,15,0,2095,70,384901,False,False,other,other
B0_single_s1_vv_median,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.632186090928827,598595,21,5255,2077,275645,315618,False,False,other,other
NB08b_xBD_RGB_LogReg,dataset=xBD;feature_set=RGB;classifier=LogReg,buildings_v2,0.6316143421001974,70931,19,12925,9634,18393,29979,False,False,MS_only,MS
D1e_zonal_std,zonal=std,buildings_v2,0.6296559679799762,598595,21,601,6731,33662,557601,False,False,other,other
R2_roll3,nb09a;cell=R2,buildings_v2,0.6294920377612986,598595,21,172,7160,3034,588229,False,False,other,other
NB08b_BDA_COH_DROP+CARD_LightGBM,dataset=BDA;feature_set=COH_DROP+CARD;classifier=LightGBM,buildings_v2,0.6290941249876492,130789,12,2059,3368,20987,104375,False,False,SAR_coh_unsupervised,SAR
E8_IsolationForest_c=0.005,unsupervised_isolation_forest;contamination=0.005,buildings_v2,0.6285220814667695,387066,15,1357,738,192177,192794,False,False,other,other
E8_IsolationForest_c=0.050,unsupervised_isolation_forest;contamination=0.050,buildings_v2,0.6285220814667695,387066,15,1357,738,192177,192794,False,False,other,other
E8_IsolationForest_c=0.100,unsupervised_isolation_forest;contamination=0.100,buildings_v2,0.6285220814667695,387066,15,1357,738,192177,192794,False,False,other,other
NB08b_BDA_COH_DROP+RGB_RF-200,dataset=BDA;feature_set=COH_DROP+RGB;classifier=RF-200,buildings_v2,0.6277056831794644,205942,12,2149,3995,24011,175787,False,False,SAR_coh_unsupervised,SAR
CLF_A9_XGBoost,classifier=XGBoost;parquet=A9,buildings_v2,0.6273553165793578,480313,19,220,6966,2571,470556,False,False,other,other
B3_logratio_NDBI,unsupervised_logratio;sensor=optical;label=NDBI;direction=-logratio,buildings_v2,0.6263474531887225,310131,19,4359,1960,150707,153105,False,False,MS_unsupervised,MS
R3b_card_coh,nb09a;cell=R3b,buildings_v2,0.6261093667912708,480313,19,8,7178,1,473126,False,False,other,other
NB08b_BDA_COH_DROP+RGB_XGBoost,dataset=BDA;feature_set=COH_DROP+RGB;classifier=XGBoost,buildings_v2,0.6259719228041416,205942,12,14,6130,43,199755,False,False,SAR_coh_unsupervised,SAR
NB08b_BRIGHT_all_LogReg,dataset=BRIGHT;feature_set=all;classifier=LogReg,buildings_v2,0.625128166589586,92423,14,8616,5510,28519,49778,False,False,other,other
NB08b_BDA_COH_DROP+RGB_UISEM_voting,dataset=BDA;feature_set=COH_DROP+RGB;classifier=UISEM_voting,buildings_v2,0.6247775332838771,205942,12,45,6099,102,199696,False,False,SAR_coh_unsupervised,SAR
B0_single_s1_vh_min,unsupervised_change;source=bda_block_stats_v2;direction=|change|,buildings_v2,0.6239388676802405,598595,21,4610,2722,294688,296575,False,False,other,other
B3_logratio_BSI,unsupervised_logratio;sensor=optical;label=BSI;direction=-logratio,buildings_v2,0.6231529239435386,310131,19,4242,2077,150824,152988,False,False,MS_unsupervised,MS
D1e_zonal_mean,zonal=mean,buildings_v2,0.621639305088643,598595,21,599,6733,33642,557621,False,False,other,other
B5_sub_RF,uisem_sub_classifier;classifier=RF;features=all_multimodal,buildings_v2,0.6208657711930357,480313,19,188,6998,18880,454247,False,False,multimodal_all,multimodal
E2_LightGBM_ms,lightgbm_sensor_ablation;sensor=ms,buildings_v2,0.6199677068320102,387066,15,557,1538,32293,352678,False,False,MS_only,MS
NB08b_BDA_COH_DROP+CARD_UISEM_voting,dataset=BDA;feature_set=COH_DROP+CARD;classifier=UISEM_voting,buildings_v2,0.619354249117956,130789,12,17,5410,31,125331,False,False,SAR_coh_unsupervised,SAR
D1i_allblocks_groupkfold,groupkfold_cv,buildings_v2,0.6178829601233143,598595,21,624,6708,33789,557474,False,False,other,other
CLF_A9_GBM,classifier=GBM;parquet=A9,buildings_v2,0.6170034475303188,480313,19,10,7176,221,472906,False,False,other,other
NB08b_BDA_COH_DROP+CARD_RF-200,dataset=BDA;feature_set=COH_DROP+CARD;classifier=RF-200,buildings_v2,0.6156181207239313,130789,12,101,5326,188,125174,False,False,SAR_coh_unsupervised,SAR
E6_B_nativeNaN_coh_only,nan_ablation;strategy=B_native_nan;modality=coh_only,buildings_v2,0.6153545235893508,387066,15,1141,954,117817,267154,False,False,SAR_coh_only,SAR
E2_LightGBM_coh,lightgbm_sensor_ablation;sensor=coh,buildings_v2,0.6153545235893508,387066,15,1141,954,117817,267154,False,False,SAR_coh_only,SAR
B7_UISEM_coh_only,uisem_sensor_ablation;sub=RF+GB+XGB;sensor_group=coh_only,buildings_v2,0.6137886035205519,480313,19,50,7136,324,472803,False,False,SAR_coh_only,SAR
R4b_tier0_all,nb09a;cell=R4b,buildings_v2,0.612227193736815,93247,4,0,5091,0,88156,False,True,other,other
NB08b_BDA_COH_DROP_ExtraTrees,dataset=BDA;feature_set=COH_DROP;classifier=ExtraTrees,buildings_v2,0.6116785487068624,21434,12,22,1409,780,19223,False,False,SAR_coh_unsupervised,SAR
NB08b_BDA_CARD_XGBoost,dataset=BDA;feature_set=CARD;classifier=XGBoost,buildings_v2,0.6115991486591961,368288,21,6,6425,12,361845,False,False,other,other
NB08b_BDA_COH_DROP+CARD_XGBoost,dataset=BDA;feature_set=COH_DROP+CARD;classifier=XGBoost,buildings_v2,0.6108296729773947,130789,12,20,5407,58,125304,False,False,SAR_coh_unsupervised,SAR
NB08b_BDA_COH_DROP+CARD_ExtraTrees,dataset=BDA;feature_set=COH_DROP+CARD;classifier=ExtraTrees,buildings_v2,0.6101740981482285,130789,12,852,4575,5214,120148,False,False,SAR_coh_unsupervised,SAR
B4_step4_all+methods,unsupervised_combined;step=step4_all+methods;n_scores=34,buildings_v2,0.6083070928064443,98613,11,2808,1445,46499,47861,False,False,other,other
R3_card_only_prepost_A13,nb09a;cell=R3,buildings_v2,0.6061836963618135,598595,21,5136,2196,216468,374795,False,False,SAR_card_only,SAR
D2_sar-only,ablation=SAR-only (Dietrich equivalent),buildings_v2,0.6050585595868031,480313,19,164,7022,18793,454334,False,False,other,other
NB08b_BDA_COH_DROP+CARD_GBM,dataset=BDA;feature_set=COH_DROP+CARD;classifier=GBM,buildings_v2,0.6050467475819655,130789,12,67,5360,1345,124017,False,False,SAR_coh_unsupervised,SAR
B0_single_s1_vv_min,unsupervised_change;source=bda_block_stats_v2;direction=|change|,buildings_v2,0.60073487676702,598595,21,4568,2764,294730,296533,False,False,other,other
NB08b_BDA_CARD_GBM,dataset=BDA;feature_set=CARD;classifier=GBM,buildings_v2,0.6001921624963049,368288,21,30,6401,2505,359352,False,False,other,other
NB08b_BDA_CARD_AdaBoost,dataset=BDA;feature_set=CARD;classifier=AdaBoost,buildings_v2,0.5959095328873428,368288,21,0,6431,0,361857,False,True,other,other
E7c_ExtraTrees,tree_ensemble;classifier=ExtraTrees,buildings_v2,0.594492860445385,387066,15,6,2089,0,384971,False,False,other,other
E7b_QDA,discriminant;classifier=QDA,buildings_v2,0.5924004380108624,387066,15,1647,448,223265,161706,False,False,other,other
NB08b_BRIGHT_all_LightGBM,dataset=BRIGHT;feature_set=all;classifier=LightGBM,buildings_v2,0.5920483540175878,92423,14,7845,6281,32729,45568,False,False,other,other
B3_logratio_UI,unsupervised_logratio;sensor=optical;label=UI;direction=-logratio,buildings_v2,0.5899706892015268,310131,19,4084,2235,150982,152830,False,False,SAR_unsupervised,SAR
B7_UISEM_ms_only,uisem_sensor_ablation;sub=RF+GB+XGB;sensor_group=ms_only,buildings_v2,0.5899315158909838,480313,19,20,7166,234,472893,False,False,MS_only,MS
E7_KNN_5,non_tree;classifier=KNN_5;features=all_multimodal,buildings_v2,0.5895365735294607,387066,15,17,2078,144,384827,False,False,multimodal_all,multimodal
R3b_coh_only,nb09a;cell=R3b,buildings_v2,0.5892376541576873,480313,19,173,7013,20684,452443,False,False,SAR_coh_only,SAR
D6_sar_only,sensor=SAR_only,buildings_v2,0.5882386501050916,598595,21,615,6717,33675,557588,False,False,SAR_all,SAR
L2b_plausibility_score,plausibility_standalone;signal=plausibility_score;higher_is_damage=True,buildings_v2,0.5867445743594704,598595,21,4880,2452,284996,306267,False,False,other,other
L2b_lu_implausible_damage,plausibility_standalone;signal=lu_implausible_damage;higher_is_damage=False,buildings_v2,0.585300977367736,480313,19,4832,2354,237423,235704,False,False,other,other
D3_leaky,leakage_demo_with_leaks,buildings_v2,0.5849206766040487,480313,19,175,7011,18799,454328,True,False,other,other
D6_fusion,sensor=fusion_MS_SAR_COH,buildings_v2,0.5849206763099216,480313,19,175,7011,18799,454328,False,False,other,other
D3_clean,leakage_demo_clean,buildings_v2,0.5849206763099216,480313,19,175,7011,18799,454328,True,False,other,other
NB08b_BRIGHT_all_ExtraTrees,dataset=BRIGHT;feature_set=all;classifier=ExtraTrees,buildings_v2,0.5841807760559342,92423,14,6650,7476,24829,53468,False,False,other,other
R3b_card_ms,nb09a;cell=R3b,buildings_v2,0.5798080777199779,480313,19,2,7184,1,473126,False,False,other,other
E6_A_impute+obs_card+coh,nan_ablation;strategy=A_impute+obs;modality=card+coh,buildings_v2,0.575851167390106,387066,15,5,2090,3,384968,False,False,SAR_card+coh,SAR
B0_single_s1_vh_max,unsupervised_change;source=bda_block_stats_v2;direction=|change|,buildings_v2,0.5754492807978583,598595,21,5025,2307,294273,296990,False,False,other,other
ABL_ROLLING_SAR_COH,scenario=ROLLING_SAR;sensor=COH;parquet=A17,buildings_v2,0.5737354511502737,598595,21,1805,5527,90275,500988,False,False,SAR_coh_only,SAR
E6_C_SAR_only_no_NaN,nan_ablation;strategy=C_sar_only_no_nan;modality=card+coh,buildings_v2,0.5736984341795477,387066,15,8,2087,2,384969,False,False,SAR_card+coh,SAR
B1_PWTT_VH_exact,unsupervised_pwtt;pol=vh;direction=-t,buildings_v2,0.5733681641054026,313429,20,3800,2570,152915,154144,False,False,other,other
B0_single_s1_vv_kurtosis,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.5723417286731256,598595,21,5148,2184,293750,297513,False,False,other,other
B4_step2_card+coh,unsupervised_combined;step=step2_card+coh;n_scores=21,buildings_v2,0.5721801616017013,101911,12,2604,1700,48352,49255,False,False,SAR_card+coh,SAR
B0_single_s1_vh_skewness,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.5717037372130125,598595,21,4466,2866,271171,320092,False,False,other,other
E6_A_impute+obs_card_only,nan_ablation;strategy=A_impute+obs;modality=card_only,buildings_v2,0.5715948817494227,387066,15,9,2086,9,384962,False,False,SAR_card_only,SAR
B1_PWTT_VV_exact,unsupervised_pwtt;pol=vv;direction=-t,buildings_v2,0.5711952140799923,313429,20,3791,2579,152924,154135,False,False,other,other
R3b_ms_only,nb09a;cell=R3b,buildings_v2,0.5707177199890521,480313,19,34,7152,2092,471035,False,False,MS_only,MS
B3_logratio_BAEI,unsupervised_logratio;sensor=optical;label=BAEI;direction=-logratio,buildings_v2,0.5668219418649276,310131,19,3459,2860,151607,152205,False,False,SAR_unsupervised,SAR
NB08b_BDA_COH_DROP+RGB+CARD_UISEM_voting,dataset=BDA;feature_set=COH_DROP+RGB+CARD;classifier=UISEM_voting,buildings_v2,0.5668108892357583,205942,12,25,6119,49,199749,False,False,SAR_coh_unsupervised,SAR
R3b_coh_ms,nb09a;cell=R3b,buildings_v2,0.5666314079441583,480313,19,9,7177,2079,471048,False,False,other,other
D2_sar_+_ms,ablation=SAR + MS (multimodal),buildings_v2,0.5665994164738162,480313,19,159,7027,18791,454336,False,False,multimodal_SAR+MS,multimodal
B0_single_s1_vv_max,unsupervised_change;source=bda_block_stats_v2;direction=|change|,buildings_v2,0.5659336497010401,598595,21,4613,2719,265357,325906,False,False,other,other
CLF_A9_ExtraTrees,classifier=ExtraTrees;parquet=A9,buildings_v2,0.5647998707883138,480313,19,178,7008,19112,454015,False,False,other,other
E7b_GaussianNB,probabilistic;classifier=GaussianNB,buildings_v2,0.5637564969481723,387066,15,697,1398,61767,323204,False,False,other,other
NB08b_BDA_COH_DROP_AdaBoost,dataset=BDA;feature_set=COH_DROP;classifier=AdaBoost,buildings_v2,0.5627088326688103,21434,12,0,1431,0,20003,False,True,SAR_coh_unsupervised,SAR
B0_single_s1_vh_kurtosis,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.5622234198520462,598595,21,5074,2258,294224,297039,False,False,other,other
B0_single_s1_vv_skewness,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.5613558764218787,598595,21,4498,2834,277560,313703,False,False,other,other
B0_single_s1_vh_std,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.5610997404218738,598595,21,4409,2923,294889,296374,False,False,other,other
R3b_all_multimodal,nb09a;cell=R3b,buildings_v2,0.5608106609848462,480313,19,0,7186,0,473127,False,True,multimodal_all,multimodal
NB08b_BDA_CARD_UISEM_voting,dataset=BDA;feature_set=CARD;classifier=UISEM_voting,buildings_v2,0.5603568976989485,368288,21,6,6425,4,361853,False,False,other,other
D2_sar_+_ms_+_coh,ablation=SAR + MS + COH (full),buildings_v2,0.5557846090026363,480313,19,159,7027,18791,454336,False,False,multimodal_all,multimodal
D4_f8_strategy_B_impute,nan_strategy=B_impute_all_rows,buildings_v2,0.5534696707075419,480313,19,160,7026,18796,454331,False,False,other,other
D2_all_features,ablation=All features (clean),buildings_v2,0.5534696639426184,480313,19,160,7026,18796,454331,False,False,multimodal_all,multimodal
B4_step3_card+coh+optical,unsupervised_combined;step=step3_card+coh+optical;n_scores=24,buildings_v2,0.5511761465636754,98613,11,2421,1832,46886,47474,False,False,SAR_card+coh,SAR
E6_A_impute+obs_all_multimodal,nan_ablation;strategy=A_impute+obs;modality=all_multimodal,buildings_v2,0.5506665595224546,387066,15,2,2093,1,384970,False,False,multimodal_all,multimodal
B0_single_s1_vv_std,unsupervised_change;source=bda_block_stats_v2;direction=drop,buildings_v2,0.5495864390378823,598595,21,4164,3168,295134,296129,False,False,other,other
NB08b_BDA_COH_DROP_RF-200,dataset=BDA;feature_set=COH_DROP;classifier=RF-200,buildings_v2,0.5483021886339691,21434,12,0,1431,7,19996,False,False,SAR_coh_unsupervised,SAR
NB08b_BDA_CARD_RF-200,dataset=BDA;feature_set=CARD;classifier=RF-200,buildings_v2,0.5473474124140238,368288,21,16,6415,15,361842,False,False,other,other
B1_PWTT_VV+VH,unsupervised_pwtt;pol=vv+vh,buildings_v2,0.5456191379375988,313429,20,3538,2832,153177,153882,False,False,other,other
E1_base_RF,stacking_base;classifier=RF;features=all_multimodal,buildings_v2,0.5451230151551756,387066,15,2,2093,2,384969,False,False,multimodal_all,multimodal
NB08b_BDA_RGB+CARD_UISEM_voting,dataset=BDA;feature_set=RGB+CARD;classifier=UISEM_voting,buildings_v2,0.5442330563770383,598595,21,6,7326,25,591238,False,False,multimodal_SAR+MS,multimodal
NB08b_BDA_RGB+CARD_RF-200,dataset=BDA;feature_set=RGB+CARD;classifier=RF-200,buildings_v2,0.5440535927511141,598595,21,152,7180,1241,590022,False,False,multimodal_SAR+MS,multimodal
E6_A_impute+obs_coh_only,nan_ablation;strategy=A_impute+obs;modality=coh_only,buildings_v2,0.543675869605998,387066,15,969,1126,114405,270566,False,False,SAR_coh_only,SAR
ABL_PREPOST_SAR_ALL,scenario=PREPOST_SAR;sensor=ALL;parquet=A13,buildings_v2,0.5404828304754692,598595,21,612,6720,33666,557597,False,False,other,other
ABL_FUSION_MS_COH_MS,scenario=FUSION_MS_COH;sensor=MS;parquet=F7,buildings_v2,0.5394142201613449,480313,19,169,7017,19153,453974,False,False,MS_only,MS
NB08b_BRIGHT_all_RF-200,dataset=BRIGHT;feature_set=all;classifier=RF-200,buildings_v2,0.5367848602396054,92423,14,3077,11049,10930,67367,False,False,other,other
CLF_A9_RF_200,classifier=RF_200;parquet=A9,buildings_v2,0.5356110522251971,480313,19,167,7019,19164,453963,False,False,other,other
ABL_PREPOST_MS_ALL,scenario=PREPOST_MS;sensor=ALL;parquet=A9,buildings_v2,0.5356110488427355,480313,19,167,7019,19164,453963,False,False,other,other
ABL_PREPOST_MS_MS,scenario=PREPOST_MS;sensor=MS;parquet=A9,buildings_v2,0.535611046342655,480313,19,167,7019,19164,453963,False,False,MS_only,MS
NB08b_BDA_COH_DROP+RGB+CARD_RF-200,dataset=BDA;feature_set=COH_DROP+RGB+CARD;classifier=RF-200,buildings_v2,0.531995066889303,205942,12,253,5891,953,198845,False,False,SAR_coh_unsupervised,SAR
NB08b_BRIGHT_all_UISEM_voting,dataset=BRIGHT;feature_set=all;classifier=UISEM_voting,buildings_v2,0.5315966622450062,92423,14,1339,12787,2801,75496,False,False,other,other
NB08b_BRIGHT_all_GBM,dataset=BRIGHT;feature_set=all;classifier=GBM,buildings_v2,0.5265911059521847,92423,14,939,13187,1671,76626,False,False,other,other
NB08b_BRIGHT_all_AdaBoost,dataset=BRIGHT;feature_set=all;classifier=AdaBoost,buildings_v2,0.5258845517468617,92423,14,0,14126,0,78297,False,True,other,other
NB08b_BRIGHT_all_XGBoost,dataset=BRIGHT;feature_set=all;classifier=XGBoost,buildings_v2,0.52549459571933,92423,14,1064,13062,2100,76197,False,False,other,other
B0_single_s1_vh_mean,unsupervised_change;source=bda_block_stats_v2;direction=|change|,buildings_v2,0.5224759023693848,598595,21,4760,2572,277352,313911,False,False,other,other
E7_KNN_15,non_tree;classifier=KNN_15;features=all_multimodal,buildings_v2,0.5223960290992753,387066,15,1,2094,3,384968,False,False,multimodal_all,multimodal
D2_coh-only,ablation=COH-only (coherence baselines),buildings_v2,0.5131790847064491,480313,19,1501,5685,69643,403484,False,False,other,other
NB08b_BDA_COH_DROP_UISEM_voting,dataset=BDA;feature_set=COH_DROP;classifier=UISEM_voting,buildings_v2,0.5123338417476372,21434,12,0,1431,1,20002,False,False,SAR_coh_unsupervised,SAR
D1d_pre+post+delta,feat_set=pre+post+delta,buildings_v2,0.5078956815708293,598595,21,603,6729,33642,557621,False,False,other,other
D1_pre+post+delta,feat_set=pre+post+delta,buildings_v2,0.5078956815708293,598595,21,603,6729,33642,557621,False,False,other,other
D2_ms-only,ablation=MS-only (optical composites),buildings_v2,0.5052737883342413,480313,19,158,7028,18872,454255,False,False,other,other
D1c_post_composite,post_only,buildings_v2,0.5022936105501572,480313,19,178,7008,18846,454281,False,False,other,other
B3_logratio_IBI,unsupervised_logratio;sensor=optical;label=IBI;direction=-logratio,buildings_v2,0.5011502176114206,310131,19,3123,3196,151943,151869,False,False,SAR_unsupervised,SAR
L2b_s2__lu__urban_retained_mean,plausibility_standalone;signal=s2__lu__urban_retained_mean;higher_is_damage=False,buildings_v2,0.5,598595,21,7332,0,591263,0,False,True,other,other
D4_a9_ms_only,nan_strategy=no_nan_baseline,buildings_v2,0.49574774776386915,480313,19,158,7028,18882,454245,False,False,MS_only,MS
D6_ms_only,sensor=MS_only,buildings_v2,0.4957477477638691,480313,19,158,7028,18882,454245,False,False,MS_only,MS
D1c_pre_composite,pre_only,buildings_v2,0.4957477477638691,480313,19,158,7028,18882,454245,False,False,other,other
D1d_delta_only,feat_set=delta_only,buildings_v2,0.4947185131665759,598595,21,598,6734,33645,557618,False,False,other,other
D1_delta_only,feat_set=delta_only,buildings_v2,0.4947185131665759,598595,21,598,6734,33645,557618,False,False,other,other
B0_single_s1_vv_mean,unsupervised_change;source=bda_block_stats_v2;direction=|change|,buildings_v2,0.48935024794247056,598595,21,3609,3723,344870,246393,False,False,other,other
B2_CCD_exact_vh,unsupervised_ccd;mode=exact;pol=vh,buildings_v2,0.4861976655263809,101911,12,2050,2254,48906,48701,False,False,other,other
ABL_ROLLING_SAR_CARD,scenario=ROLLING_SAR;sensor=CARD;parquet=A17,buildings_v2,0.48599037295843783,598595,21,600,6732,33685,557578,False,False,SAR_card_only,SAR
L2b_lu_plausible_damage,plausibility_standalone;signal=lu_plausible_damage;higher_is_damage=True,buildings_v2,0.4850467302768425,480313,19,1217,5969,94277,378850,False,False,other,other
D1_pre+post,feat_set=pre+post,buildings_v2,0.48021125678830273,598595,21,600,6732,33643,557620,False,False,other,other
B2_CCD_exact_vv,unsupervised_ccd;mode=exact;pol=vv,buildings_v2,0.47994367076825006,101911,12,2047,2257,48909,48698,False,False,other,other
NB08b_BDA_COH_DROP_LightGBM,dataset=BDA;feature_set=COH_DROP;classifier=LightGBM,buildings_v2,0.46957028772728115,21434,12,96,1335,1754,18249,False,False,SAR_coh_unsupervised,SAR
NB08b_BDA_COH_DROP_XGBoost,dataset=BDA;feature_set=COH_DROP;classifier=XGBoost,buildings_v2,0.465214110266409,21434,12,0,1431,13,19990,False,False,SAR_coh_unsupervised,SAR
D1d_post_only,feat_set=post_only,buildings_v2,0.44911832468584856,598595,21,598,6734,33642,557621,False,False,other,other
D1_post_only,feat_set=post_only,buildings_v2,0.44911832468584856,598595,21,598,6734,33642,557621,False,False,other,other
D1_blk_pre_baseline_all,feat_set=pre_baseline_all,buildings_v2,0.44068106548918445,598595,21,598,6734,33650,557613,False,False,other,other
D1_blk_post_block_all,feat_set=post_block_all,buildings_v2,0.44068106514317495,598595,21,598,6734,33650,557613,False,False,other,other
NB08b_BDA_COH_DROP_GBM,dataset=BDA;feature_set=COH_DROP;classifier=GBM,buildings_v2,0.4382219676133136,21434,12,48,1383,1873,18130,False,False,SAR_coh_unsupervised,SAR
D1_blk_pre+post_all,feat_set=pre+post_all,buildings_v2,0.43524801839424476,598595,21,598,6734,33660,557603,False,False,other,other
R4b_tier1_all,nb09a;cell=R4b,buildings_v2,0.4246490366075029,174207,10,0,1737,0,172470,False,True,other,other
R4_tier1_ms,nb09a;cell=R4,buildings_v2,0.42323083296606967,174207,10,0,1737,2,172468,False,False,other,other
D1f_roll7_assess,window=roll7_assess_only,buildings_v2,0.42310980517291286,598595,21,1947,5385,101681,489582,False,False,other,other
D1_blk_pre+post_mean,feat_set=pre+post_mean,buildings_v2,0.4198806606747905,598595,21,598,6734,33643,557620,False,False,other,other
R4b_tier1_card,nb09a;cell=R4b,buildings_v2,0.4140830275528596,179447,11,0,1799,0,177648,False,True,other,other
R4_tier1_dietrich28,nb09a;cell=R4,buildings_v2,0.41408302442383826,179447,11,0,1799,0,177648,False,True,other,other
D1_pre_only,feat_set=pre_only,buildings_v2,0.40533522260274635,598595,21,598,6734,33643,557620,False,False,other,other
D1d_pre_only,feat_set=pre_only,buildings_v2,0.40533522260274635,598595,21,598,6734,33643,557620,False,False,other,other
D1_blk_pre_baseline_mean,feat_set=pre_baseline_mean,buildings_v2,0.39778794071218254,598595,21,598,6734,33643,557620,False,False,other,other
D1_blk_post_block_mean,feat_set=post_block_mean,buildings_v2,0.39778794071218254,598595,21,598,6734,33643,557620,False,False,other,other
R1_geographic_70_30,nb09a;cell=R1,buildings_v2,0.3965722250262605,72372,7,0,929,0,71443,False,True,other,other
R4_tier2_dietrich28,nb09a;cell=R4,buildings_v2,0.38446048330016724,325901,6,0,442,0,325459,False,True,other,other
R4b_tier2_card,nb09a;cell=R4b,buildings_v2,0.38446048330016724,325901,6,0,442,0,325459,False,True,other,other
L2b_s2__lu__date_persistent_loss_mean,plausibility_standalone;signal=s2__lu__date_persistent_loss_mean;higher_is_damage=True,buildings_v2,0.3687673178881253,598595,21,1878,5454,311949,279314,False,False,other,other
L2b_s2__lu__loss_count_mean,plausibility_standalone;signal=s2__lu__loss_count_mean;higher_is_damage=True,buildings_v2,0.34903426364665796,598595,21,858,6474,299034,292229,False,False,other,other
D1j_dynamic_random,random_cv,buildings_v2,0.3384068829380744,6684300,21,1468,19826,176259,6486747,True,False,other,other
E7_SVM_rbf,non_tree;classifier=SVM_rbf;features=all_multimodal,buildings_v2,0.3251192506835388,387066,15,0,2095,0,384971,False,True,multimodal_all,multimodal
D1j_dynamic_groupkfold,groupkfold_cv,buildings_v2,0.32412275924962297,6684300,21,1438,19856,207953,6455053,False,False,other,other
R4_tier2_ms,nb09a;cell=R4,buildings_v2,0.32404197821849223,212859,5,0,358,0,212501,False,True,other,other
L2b_s2__lu__loss_fraction_mean,plausibility_standalone;signal=s2__lu__loss_fraction_mean;higher_is_damage=True,buildings_v2,0.32387626181740414,598595,21,931,6401,298226,293037,False,False,other,other
E7_SVM_linear,non_tree;classifier=SVM_linear;features=all_multimodal,buildings_v2,0.3236666229001324,387066,15,0,2095,0,384971,False,True,multimodal_all,multimodal
R4b_tier2_all,nb09a;cell=R4b,buildings_v2,0.2961156554793998,212859,5,0,358,0,212501,False,True,other,other
D1f_roll3_assess,window=roll3_assess_only,buildings_v2,0.2940463430434439,598595,21,5704,1628,485823,105440,False,False,other,other
B3_logratio_NDSI,unsupervised_logratio;sensor=optical;label=NDSI;direction=-logratio,buildings_v2,0.2739036900588485,310131,19,1216,5103,153850,149962,False,False,SAR_unsupervised,SAR
B3_logratio_MNDWI,unsupervised_logratio;sensor=optical;label=MNDWI;direction=-logratio,buildings_v2,0.2739036900588485,310131,19,1216,5103,153850,149962,False,False,SAR_unsupervised,SAR
D4_f8_strategy_A_drop_nan,nan_strategy=A_drop_rows,buildings_v2,0.26975731747460197,212859,5,0,358,0,212501,False,True,other,other
R3_coh_only_A14,nb09a;cell=R3,buildings_v2,0.20502871599538194,584986,20,1755,5146,401929,176156,False,False,SAR_coh_only,SAR
L2b_coh_drop,plausibility_standalone;signal=coh_drop;higher_is_damage=True,buildings_v2,0.1908082129307484,598595,21,425,6907,324408,266855,False,False,SAR_coh_unsupervised,SAR
D10_card_post,unet_modality_ablation;config=card_post;channels=2;modality=card,buildings_v2,,15,1,0,0,0,15,False,True,other,other
D10_card_prepost,unet_modality_ablation;config=card_prepost;channels=4;modality=card,buildings_v2,,15,1,0,0,1,14,False,False,other,other
D10_fusion_post,unet_modality_ablation;config=fusion_post;channels=5;modality=fusion,buildings_v2,,15,1,0,0,3,12,False,False,other,other
D10_fusion_prepost,unet_modality_ablation;config=fusion_prepost;channels=10;modality=fusion,buildings_v2,,15,1,0,0,4,11,False,False,other,other
D10_ms_post_rgb,unet_modality_ablation;config=ms_post_rgb;channels=3;modality=ms,buildings_v2,,15,1,0,0,0,15,False,True,other,other
D10_ms_prepost,unet_modality_ablation;config=ms_prepost;channels=6;modality=ms,buildings_v2,,15,1,0,0,2,13,False,False,other,other
